id_pedido;fecha;direccion;menu;monto;calificacion;t_despacho;t_preparacion;estado_transaccion
ID_2149;16-02-2020;Mumbai Central;Italiano;12077;3.2;52.77423239;14.53601185;1
ID_2150;16-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;15537;3.7;58.23072907;15.06186912;1
ID_2151;16-02-2020;D-Block, Sector 63, Noida;Chileno;28678;3.8;80.8014482;19.93798232;1
ID_2152;16-02-2020;Sector 1, Noida;Chileno;5505;3.1;54.75418112;16.8802319;1
ID_2152;16-02-2020;Sector 3, Marathalli;Francés;9264;3.8;67.73181538;14.99201174;1
ID_2155;16-02-2020;Sector 1, Noida;Peruano;15346;3.3;38.12388328;14.05801525;1
ID_2156;16-02-2020;Rmz Centennial, I Gate, Whitefield;Italiano;13016;3.8;57.84407599;16.92889734;1
ID_2156;16-02-2020;Sector 3, Marathalli;Italiano;12168;3.8;54.68047845;13.95959203;1
ID_2157;16-02-2020;Pune University;Italiano;13504;3;78.67829525;12.61485652;1
ID_2158;16-02-2020;Sector 1, Noida;Italiano;16195;3.6;46.83505518;14.87020892;1
ID_2158;16-02-2020;Sector 14, Noida;Italiano;14967;3.6;84.2109558;16.00571654;1
ID_2160;16-02-2020;Moulali, Kolkata;Chileno;16874;3.7;49.95968555;14.00792779;1
ID_2160;16-02-2020;Chandni Chowk, Kolkata;Chileno;15752;3.7;48.38254884;18.33522138;1
ID_2161;16-02-2020;Sector 1, Noida;Chileno;17397;4.7;45.8281964;17.6700703;1
ID_2162;16-02-2020;Delhi University-GTB Nagar;Español;16990;3.7;80.32597382;13.23352193;1
ID_2162;16-02-2020;Delhi Administration Flats, Timarpur;Chileno;15674;3.7;73.15282637;18.18882496;1
ID_2163;16-02-2020;D-Block, Sector 63, Noida;Español;9363;3;61.33416025;19.94415828;1
ID_2164;16-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Peruano;13260;3.1;61.71628877;13.35046809;1
ID_2165;16-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;21211;3.5;85.57007186;19.17613799;1
ID_2165;16-02-2020;Sector 3, Marathalli;Francés;20804;3.5;77.3904562;15.05197021;1
ID_2167;16-02-2020;D-Block, Sector 63, Noida;Francés;15543;3.2;28.90364158;14.38213576;1
ID_2168;16-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;17116;2.9;74.85985347;13.77346897;1
ID_2169;16-02-2020;Majestic;Español;13406;3.6;41.83189467;18.3314566;1
ID_2170;16-02-2020;D-Block, Sector 63, Noida;Chileno;19299;3.8;46.95442091;19.54413382;1
ID_2171;16-02-2020;Rmz Centennial, I Gate, Whitefield;Francés;12427;3.9;48.88265478;14.70733396;1
ID_2172;16-02-2020;Delhi High Court, India Gate;Español;16415;3.6;42.6121849;16.2395533;1
ID_2172;16-02-2020;Sector 3, Marathalli;Chileno;11812;3.7;84.40111104;18.04649997;1
ID_2173;16-02-2020;Delhi High Court, India Gate;Italiano;12579;4.2;46.7914672;19.62613623;1
ID_2175;16-02-2020;Rmz Centennial, I Gate, Whitefield;Francés;7552;3.2;48.96732528;13.68837631;1
ID_2176;16-02-2020;D-Block, Sector 63, Noida;Francés;16147;3.3;66.76806358;13.76050592;1
ID_2177;16-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;21175;3.8;68.2788117;16.7334177;1
ID_2177;16-02-2020;D-Block, Sector 63, Noida;Español;15681;3.6;63.30922219;17.36728525;1
ID_2178;16-02-2020;Gora Bazar, Rajbari, North Dumdum, Kolkata;Francés;9311;3.4;58.49565404;15.03610124;1
ID_2179;16-02-2020;D-Block, Sector 63, Noida;Chileno;15138;4.3;51.69354757;15.15341731;1
ID_2180;16-02-2020;Delhi Administration Flats, Timarpur;Francés;13330;3.5;81.39266495;12.63085145;1
ID_2180;16-02-2020;Delhi University-GTB Nagar;Español;13172;3.5;42.39094729;19.49948517;1
ID_2181;16-02-2020;D-Block, Sector 63, Noida;Francés;27031;4.1;39.32959319;15.34213608;1
ID_2182;16-02-2020;Sector 63A,Gurgaon;Italiano;14997;3.2;27.11404574;18.35993803;1
ID_2184;16-02-2020;Sector 1, Noida;Francés;19586;3.5;73.5510781;17.74742999;1
ID_2185;17-02-2020;Sector 1, Noida;Chileno;70398;4.3;81.74256773;15.74126868;1
ID_2185;17-02-2020;Sector 14, Noida;Español;70012;4.3;72.78816251;18.01407594;1
ID_2185;17-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;21053;3.7;27.03555456;16.87805343;1
ID_2185;17-02-2020;Delhi High Court, India Gate;Francés;71122;4.3;58.79556447;14.68930322;1
ID_2186;17-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Peruano;15404;3.8;63.01628609;12.17079259;1
ID_2188;17-02-2020;Sector 3, Marathalli;Peruano;16740;2.5;41.35707664;18.53156415;1
ID_2189;17-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Español;31757;3.5;67.17219814;12.00619067;1
ID_2190;17-02-2020;D-Block, Sector 63, Noida;Chileno;16750;3.8;55.98906882;19.89668114;1
ID_2191;17-02-2020;Nathan Road, Mangaldas Road, Pune;Español;15373;3.8;40.45466655;16.08470594;0
ID_2191;17-02-2020;Yerawada, Pune, Maharashtra;Español;16700;3.8;39.55655284;12.33589958;1
ID_2192;17-02-2020;Rmz Centennial, I Gate, Whitefield;Argentino;15498;3.6;54.4453215;15.93993954;1
ID_2194;17-02-2020;Majestic;Español;24899;4.1;49.31038641;12.90282834;1
ID_2197;17-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Francés;12314;3.1;39.34485869;14.10333503;1
ID_2198;17-02-2020;Majestic;Español;9188;4.1;53.80547488;12.05442919;1
ID_2199;17-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;19407;3.1;49.78581099;17.02097436;1
ID_2200;17-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Español;8201;3.3;36.76011958;17.21792266;1
ID_2201;17-02-2020;Sector 1, Noida;Peruano;16561;4.7;81.22890333;16.68520725;1
ID_2202;17-02-2020;D-Block, Sector 63, Noida;Italiano;13311;3.1;87.3919068;13.73053172;1
ID_2204;17-02-2020;Sector 1, Noida;Peruano;30615;4.1;43.03842393;16.99242285;1
ID_2204;17-02-2020;Sector 14, Noida;Peruano;32667;4.1;81.21701582;17.88795886;1
ID_2205;17-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;12496;3.6;46.89961397;18.12986737;1
ID_2206;17-02-2020;D-Block, Sector 63, Noida;Francés;22746;4.4;56.62482776;13.95993003;1
ID_2207;17-02-2020;D-Block, Sector 63, Noida;Peruano;17319;3.9;59.27197417;12.52076424;1
ID_2207;17-02-2020;Delhi University-GTB Nagar;Chileno;14965;3.4;85.75983914;19.20707261;1
ID_2207;17-02-2020;Delhi Administration Flats, Timarpur;Chileno;17009;3.4;34.01293095;17.16719021;1
ID_2209;17-02-2020;Sector 1, Noida;Italiano;16657;4.1;28.21828569;12.07614291;1
ID_2210;17-02-2020;FTI College, Law College Road, Pune;Francés;59656;4.5;32.19996254;15.46322458;1
ID_2210;17-02-2020;Pune University;Argentino;58053;4.5;58.8542857;13.73828914;1
ID_2210;17-02-2020;Sector 3, Marathalli;Italiano;47961;4.4;29.39046583;18.42286899;1
ID_2211;17-02-2020;Babarpur, New Delhi, Delhi;Español;19777;3.1;82.99008904;15.90221301;1
ID_2212;17-02-2020;Delhi Cantt.;Francés;16824;3.9;65.92559516;18.60435436;1
ID_2214;17-02-2020;Delhi Cantt.;Chileno;62089;4.3;52.52996006;15.70851609;1
ID_2216;17-02-2020;Delhi High Court, India Gate;Francés;11673;3.2;34.07752635;16.2959733;1
ID_2217;17-02-2020;Majestic;Chileno;15404;3.8;60.6488431;18.04056522;1
ID_2218;17-02-2020;D-Block, Sector 63, Noida;Francés;15978;3.8;76.73580952;14.3335756;1
ID_2219;17-02-2020;Majestic;Chileno;11760;3.8;47.23327415;19.55293315;1
ID_2220;17-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;4003;3.5;39.1936656;14.77411407;1
ID_2221;17-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;24712;3.9;60.07192255;19.07398689;1
ID_2222;17-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;13273;3.2;77.3646416;12.26423215;1
ID_2224;17-02-2020;Majestic;Italiano;13185;3.4;44.68473128;17.92779615;1
ID_2225;17-02-2020;Sector 1, Noida;Italiano;13139;4.2;53.50671591;15.69265706;1
ID_2227;17-02-2020;Babarpur, New Delhi, Delhi;Español;24014;3.6;65.01064371;13.42189932;1
ID_2228;17-02-2020;MG Road, Pune;Chileno;14943;3.8;39.08453315;18.24840451;1
ID_2228;17-02-2020;Nathan Road, Mangaldas Road, Pune;Argentino;15334;3.8;29.37403579;18.76472465;1
ID_2229;17-02-2020;D-Block, Sector 63, Noida;Peruano;7793;3.9;58.00284828;12.0579045;1
ID_2230;17-02-2020;Delhi High Court, India Gate;Peruano;19566;3.2;53.39954954;19.22615546;1
ID_2231;17-02-2020;BTM Layout 1, Electronic City;Francés;31073;4.2;55.41766906;14.93275347;1
ID_2231;17-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;30524;4.2;86.07538736;18.43360079;1
ID_2233;17-02-2020;Tiretti, Kolkata;Francés;7388;3.4;52.77487259;18.07881978;1
ID_2234;17-02-2020;Babarpur, New Delhi, Delhi;Español;11805;3.5;27.34669497;18.62348432;1
ID_2235;17-02-2020;FTI College, Law College Road, Pune;Francés;19709;3.8;60.75699277;18.23005138;1
ID_2239;17-02-2020;D-Block, Sector 63, Noida;Español;7774;3.4;52.46095935;16.69128755;1
ID_2240;17-02-2020;Sector 14, Noida;Francés;12728;3.4;71.04612597;13.04309115;1
ID_2240;17-02-2020;Sector 1, Noida;Francés;11082;3.4;54.75998973;15.88505576;1
ID_2241;17-02-2020;Babarpur, New Delhi, Delhi;Chileno;12665;2.9;50.45434911;13.37037585;1
ID_2244;18-02-2020;Delhi High Court, India Gate;Español;24086;4.1;40.03555398;15.1251241;1
ID_2245;18-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;7352;3.3;46.79127105;19.53353871;1
ID_2246;18-02-2020;Babarpur, New Delhi, Delhi;Chileno;8901;3.3;55.81082435;16.78513911;1
ID_2247;18-02-2020;FTI College, Law College Road, Pune;Italiano;17011;3.3;42.89503225;12.76046899;1
ID_2248;18-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Francés;15946;4.2;25.66855241;13.31490251;1
ID_2249;18-02-2020;Delhi Administration Flats, Timarpur;Chileno;7875;3.5;38.74149597;12.89958462;1
ID_2250;18-02-2020;Gora Bazar, Rajbari, North Dumdum, Kolkata;Italiano;12501;3.2;67.59791604;18.66180702;1
ID_2253;18-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;23090;3.9;65.36270836;15.98337292;1
ID_2254;18-02-2020;Chandni Chowk, Kolkata;Francés;13491;3.4;35.14016688;19.28002719;1
ID_2254;18-02-2020;Tiretti, Kolkata;Italiano;13192;3.4;81.25019727;17.22513077;1
ID_2254;18-02-2020;Moulali, Kolkata;Francés;11790;3.4;29.34285803;12.24599724;1
ID_2254;18-02-2020;Raja Bazar, Kolkata;Francés;11793;3.4;52.46444962;18.29579267;1
ID_2257;18-02-2020;Delhi High Court, India Gate;Francés;18997;3.6;67.96616031;19.62843654;1
ID_2259;18-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;15378;3.7;49.75359127;19.77801603;1
ID_2260;18-02-2020;MG Road, Pune;Italiano;8684;4;45.11377033;17.87379389;1
ID_2260;18-02-2020;Nathan Road, Mangaldas Road, Pune;Español;8058;4;61.12742978;13.94552712;1
ID_2261;18-02-2020;Sector 14, Noida;Francés;15173;3.7;37.54353328;19.34051473;1
ID_2261;18-02-2020;Sector 1, Noida;Francés;17127;3.7;33.02686563;13.84571299;1
ID_2262;18-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Peruano;20309;3.5;71.94401308;18.92289959;1
ID_2263;18-02-2020;Sector 14, Noida;Chileno;11410;3.2;79.23996222;18.19780432;1
ID_2264;18-02-2020;Delhi Cantt.;Francés;32634;4.2;72.29250354;14.8234383;1
ID_2265;18-02-2020;Delhi University-GTB Nagar;Francés;13385;3.5;55.64670947;15.5674191;1
ID_2266;18-02-2020;Delhi Administration Flats, Timarpur;Chileno;8599;3.4;64.55041035;16.09251265;1
ID_2268;18-02-2020;Delhi High Court, India Gate;Italiano;15198;3.7;34.33953391;19.50404225;1
ID_2270;18-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;19631;3.5;75.00726694;19.81655603;1
ID_2271;18-02-2020;Delhi Administration Flats, Timarpur;Español;20673;3.5;67.95067488;19.91317374;1
ID_2272;18-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Español;22871;3.6;77.21951162;19.78242821;1
ID_2273;18-02-2020;Delhi High Court, India Gate;Español;16481;3.9;33.55867206;18.93038512;1
ID_2275;18-02-2020;Sector 63A,Gurgaon;Chileno;23867;4.2;67.72416397;13.78607189;1
ID_2276;18-02-2020;Delhi University-GTB Nagar;Francés;20022;3.3;34.74047392;16.7799371;1
ID_2277;18-02-2020;Sector 1, Noida;Italiano;8409;3.3;73.97723441;15.42402055;1
ID_2278;18-02-2020;Sector 1, Noida;Español;13162;3.3;58.98120921;17.60473963;1
ID_2280;18-02-2020;Sector 1, Noida;Chileno;9096;3.2;87.36156832;17.22715729;1
ID_2281;18-02-2020;Mumbai Central;Francés;8858;4;83.02206024;18.07892347;1
ID_2282;18-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;26777;4;61.91246059;13.9009581;1
ID_2286;18-02-2020;Delhi Administration Flats, Timarpur;Chileno;16677;4.3;32.55270421;17.64408249;1
ID_2286;18-02-2020;Delhi University-GTB Nagar;Español;14906;4.3;35.26125546;15.33502316;1
ID_2290;18-02-2020;Sector 63A,Gurgaon;Francés;15659;4.2;61.65031608;13.96692703;1
ID_2291;18-02-2020;Sector 63A,Gurgaon;Francés;20791;3;33.00952359;17.35147547;1
ID_2292;18-02-2020;Sector 1, Noida;Español;15388;3.3;89.71501114;16.66136175;1
ID_2293;18-02-2020;Rmz Centennial, I Gate, Whitefield;Francés;8086;3.3;74.72868023;13.40388565;1
ID_2295;18-02-2020;Sector 3, Marathalli;Español;15160;4.4;47.809158;19.71887051;1
ID_2296;18-02-2020;Delhi High Court, India Gate;Español;23630;4.4;57.14208622;19.38044346;1
ID_2297;18-02-2020;Sector 14, Noida;Francés;12505;4.1;61.65945859;15.4433059;1
ID_2297;18-02-2020;Sector 1, Noida;Italiano;13037;4.1;55.56319969;14.75201144;1
ID_2298;18-02-2020;Majestic;Francés;23542;4.3;27.28486109;12.42849347;1
ID_2299;18-02-2020;Pune University;Italiano;11312;3;59.01831438;19.17362597;1
ID_2300;18-02-2020;D-Block, Sector 63, Noida;Francés;16548;3.9;42.45720129;13.62381964;1
ID_2301;18-02-2020;Mumbai Central;Español;15774;3.6;52.27124663;18.23500395;0
ID_2301;18-02-2020;Sector 1, Noida;Chileno;15217;3.7;45.81791032;17.76191016;1
ID_2301;18-02-2020;Delhi Cantt.;Francés;14907;3.7;44.62153141;18.62863116;1
ID_2301;18-02-2020;Nathan Road, Mangaldas Road, Pune;Chileno;16837;3.5;62.90520883;15.73317362;1
ID_2301;19-02-2020;Pune University;Chileno;17138;3.7;37.48235995;19.99329313;1
ID_2301;19-02-2020;Delhi High Court, India Gate;Chileno;15287;4;26.83187254;17.93238289;1
ID_2301;19-02-2020;Dockyard Road, Mumbai CST Area;Italiano;15429;3.4;71.44774854;15.03655826;1
ID_2301;19-02-2020;Delhi University-GTB Nagar;Chileno;15925;3.9;45.79268099;12.02206266;1
ID_2301;19-02-2020;Sector 3, Marathalli;Español;17360;2.9;34.68285954;14.18684573;1
ID_2301;19-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;17389;3.8;62.2420626;15.35633513;1
ID_2301;19-02-2020;Majestic;Francés;15519;3.7;62.26191565;16.82515184;1
ID_2301;19-02-2020;Sector 63A,Gurgaon;Francés;15636;3.6;36.23745837;16.7311296;1
ID_2301;19-02-2020;FTI College, Law College Road, Pune;Chileno;15944;3.7;85.01416851;14.01584073;1
ID_2301;19-02-2020;Sandhurst Road, Mumbai CST Area;Italiano;16732;3.4;56.6947817;18.59656669;1
ID_2301;19-02-2020;D-Block, Sector 63, Noida;Francés;16119;2.9;43.31543567;17.0455791;1
ID_2301;19-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;15580;3.3;42.80171999;12.53843132;1
ID_2301;19-02-2020;Delhi Administration Flats, Timarpur;Chileno;16541;3.9;31.42889326;19.77433114;1
ID_2304;19-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Español;15956;3.9;83.91294324;18.89904958;1
ID_2306;19-02-2020;Sector 14, Noida;Chileno;12041;3.9;66.81255479;14.79327599;1
ID_2307;19-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;19777;3.7;44.07106485;16.25254179;1
ID_2308;19-02-2020;Delhi Cantt.;Español;16129;3.3;52.13699059;19.85227126;1
ID_2311;19-02-2020;Sector 3, Marathalli;Italiano;8109;3.3;74.22060054;14.14861052;1
ID_2311;19-02-2020;Rmz Centennial, I Gate, Whitefield;Italiano;8501;3.3;62.73412567;13.10438167;1
ID_2312;19-02-2020;Majestic;Peruano;11632;3.7;35.97220832;16.21032118;1
ID_2313;19-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;16132;2.9;42.02571329;17.57610018;1
ID_2314;19-02-2020;MG Road, Pune;Francés;8074;3.9;66.76989349;18.60102778;1
ID_2314;19-02-2020;Nathan Road, Mangaldas Road, Pune;Francés;7346;3.9;45.63923333;18.94966256;1
ID_2316;19-02-2020;Majestic;Chileno;17216;3.9;61.91581464;14.86378874;1
ID_2317;19-02-2020;FTI College, Law College Road, Pune;Chileno;8277;3.5;43.04436305;15.99853636;1
ID_2318;19-02-2020;Mumbai Central;Francés;62389;4.1;43.67039917;13.86407617;1
ID_2320;19-02-2020;Delhi Administration Flats, Timarpur;Francés;15801;3.9;54.06592804;17.54819858;1
ID_2321;19-02-2020;Sector 1, Noida;Español;57477;4.2;26.05768708;19.77632908;1
ID_2321;19-02-2020;Sector 14, Noida;Italiano;59061;4.2;69.14772362;18.8968108;1
ID_2322;19-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;8369;3.9;74.82745943;17.74411086;1
ID_2325;19-02-2020;Mumbai Central;Español;12726;3.4;79.81831258;15.42323452;1
ID_2325;19-02-2020;Sandhurst Road, Mumbai CST Area;Español;11339;3.4;31.16803227;17.02954118;1
ID_2326;19-02-2020;Sandhurst Road, Mumbai CST Area;Peruano;7307;2.8;33.47939551;17.05400826;1
ID_2326;19-02-2020;Dockyard Road, Mumbai CST Area;Chileno;7994;2.9;59.5134913;16.76066283;1
ID_2326;19-02-2020;Dockyard Road, Mumbai CST Area;Español;7984;2.8;35.8486303;19.46387855;1
ID_2326;19-02-2020;Sandhurst Road, Mumbai CST Area;Peruano;7449;2.9;37.96685171;13.94785429;1
ID_2326;19-02-2020;Mumbai Central;Francés;7830;2.9;73.12811508;16.35395631;1
ID_2328;19-02-2020;D-Block, Sector 63, Noida;Español;16058;3.7;72.97680531;14.91417924;1
ID_2329;19-02-2020;Jaya Nagar, Saidabad, Hyderabad;Peruano;7221;3.8;35.86983482;14.23092886;1
ID_2330;19-02-2020;Hyderabad Public School, Begumpet;Chileno;5764;3;58.36444556;13.15863723;1
ID_2331;19-02-2020;Delhi Cantt.;Peruano;9155;3.5;41.69588155;17.37699924;1
ID_2331;19-02-2020;D-Block, Sector 63, Noida;Peruano;12915;3.4;81.87473692;16.14907457;1
ID_2334;19-02-2020;Delhi Administration Flats, Timarpur;Francés;16308;3.8;57.5974402;12.82143774;1
ID_2335;19-02-2020;Delhi Cantt.;Francés;12920;3.7;38.21704315;17.95947494;1
ID_2335;19-02-2020;Delhi University-GTB Nagar;Chileno;16237;3.2;48.80708176;18.80353883;1
ID_2336;19-02-2020;Jaya Nagar, Saidabad, Hyderabad;Francés;7486;3.6;30.90968085;12.37851384;1
ID_2337;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;9593;3.6;67.57784414;12.70493576;1
ID_2341;20-02-2020;Pune University;Italiano;24527;3.3;37.73236625;18.85691999;1
ID_2342;20-02-2020;Rmz Centennial, I Gate, Whitefield;Francés;15478;3;28.14930504;12.77621717;1
ID_2344;20-02-2020;D-Block, Sector 63, Noida;Francés;27695;3.5;29.87145034;12.73922283;1
ID_2345;20-02-2020;Delhi High Court, India Gate;Peruano;46792;2.9;68.97592903;13.70211533;0
ID_2346;20-02-2020;D-Block, Sector 63, Noida;Chileno;15428;3.6;40.63872778;15.45101873;1
ID_2347;20-02-2020;Sector 1, Noida;Argentino;8771;3.3;86.13952067;16.94178595;1
ID_2348;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;19843;4.1;52.14452447;18.63623422;1
ID_2349;20-02-2020;Sector 63A,Gurgaon;Chileno;16904;3.7;65.89546213;18.64090667;1
ID_2350;20-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;23028;3.9;45.27875772;17.21312314;1
ID_2352;20-02-2020;D-Block, Sector 63, Noida;Chileno;7333;3.2;62.34009676;17.54638691;1
ID_2354;20-02-2020;Moulali, Kolkata;Italiano;8758;3.8;77.35498439;15.39161918;1
ID_2355;20-02-2020;D-Block, Sector 63, Noida;Peruano;38680;4.1;37.91618724;17.11574106;1
ID_2356;20-02-2020;FTI College, Law College Road, Pune;Chileno;16847;3.5;62.37126532;19.03046252;1
ID_2356;20-02-2020;Sector 3, Marathalli;Italiano;17184;3.9;33.97617638;19.9846374;1
ID_2356;20-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;17342;3.9;73.40234654;13.57193239;1
ID_2356;20-02-2020;Moulali, Kolkata;Francés;11517;4.1;40.95342831;12.23015483;1
ID_2356;20-02-2020;Jaya Nagar, Saidabad, Hyderabad;Francés;15749;3.3;55.7034473;16.46787985;1
ID_2356;20-02-2020;Hyderabad Public School, Begumpet;Francés;15579;3.9;33.8191422;16.25064795;1
ID_2356;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Peruano;16822;3.5;66.10555203;17.33349638;1
ID_2357;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Argentino;46569;4.3;29.87665582;17.89531802;1
ID_2360;20-02-2020;Delhi Administration Flats, Timarpur;Francés;31359;3.9;63.45779324;19.63875818;1
ID_2361;20-02-2020;Delhi High Court, India Gate;Italiano;21196;3.7;31.23055328;16.64533028;1
ID_2362;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;17134;3.3;39.24481119;18.27624029;1
ID_2363;20-02-2020;Dockyard Road, Mumbai CST Area;Chileno;20702;3.5;42.8444174;18.96122623;1
ID_2365;20-02-2020;FTI College, Law College Road, Pune;Italiano;62160;3.7;34.29162562;19.40916623;1
ID_2366;20-02-2020;Sector 63A,Gurgaon;Chileno;12577;3.4;34.92530886;17.02469032;1
ID_2367;20-02-2020;Sector 14, Noida;Chileno;19831;4;74.43781133;12.64887722;1
ID_2367;20-02-2020;Sector 1, Noida;Español;21082;4;56.40492497;18.43940092;1
ID_2367;20-02-2020;D-Block, Sector 63, Noida;Francés;21042;4;35.37687063;15.22326219;1
ID_2369;20-02-2020;Sector 1, Noida;Chileno;19327;2.8;55.7876612;18.33293419;1
ID_2370;20-02-2020;Majestic;Francés;3456;3.7;37.1126626;12.47048479;1
ID_2371;20-02-2020;Moulali, Kolkata;Chileno;15050;3.3;51.78769985;14.93535528;1
ID_2371;20-02-2020;Tiretti, Kolkata;Italiano;15609;3.3;42.40200211;13.48416184;1
ID_2371;20-02-2020;Chandni Chowk, Kolkata;Francés;17313;3.3;48.83324426;17.04218265;1
ID_2372;20-02-2020;MG Road, Pune;Francés;23179;3;27.46882433;12.4996865;1
ID_2372;20-02-2020;FTI College, Law College Road, Pune;Francés;23485;3;78.89284803;16.2632998;1
ID_2373;20-02-2020;Tejas Nagar Colony, Wadala West, Mumbai;Chileno;30888;4;75.18461806;17.44594241;1
ID_2376;20-02-2020;Chatta Bazaar, Malakpet, Hyderabad;Italiano;4769;3.5;48.94804482;16.64131791;1
ID_2376;20-02-2020;Musi Nagar, Malakpet, Hyderabad;Italiano;4661;3.5;87.57531067;13.61819662;1
ID_2376;20-02-2020;Noorkhan Bazaar, Malakpet, Hyderabad;Chileno;4428;3.5;34.59755428;13.48656643;1
ID_2376;20-02-2020;Panjetan Colony, Malakpet, Hyderabad;Francés;5588;3.5;31.10950646;17.879412;1
ID_2380;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Peruano;15272;3.6;26.79418833;17.86578142;0
ID_2383;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;16769;3.7;58.40644555;17.92677503;1
ID_2384;20-02-2020;Rmz Centennial, I Gate, Whitefield;Italiano;21135;4;87.85288294;19.83687535;1
ID_2386;20-02-2020;Sector 1, Noida;Chileno;24688;4.2;55.47469452;15.2432591;1
ID_2387;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;12299;4;26.20639047;12.93953745;1
ID_2389;20-02-2020;Gora Bazar, Rajbari, North Dumdum, Kolkata;Francés;12706;3.5;40.53099775;19.95385937;1
ID_2390;20-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;17367;3.3;29.84735749;13.65111169;1
ID_2391;20-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;7567;3.7;25.83770236;14.51850285;1
ID_2393;20-02-2020;Nathan Road, Mangaldas Road, Pune;Francés;16132;3.4;83.7965277;16.41902365;1
ID_2393;20-02-2020;Yerawada, Pune, Maharashtra;Italiano;15954;3.4;59.17153744;17.70116578;1
ID_2394;21-02-2020;Sector 3, Marathalli;Francés;8668;4;60.4668953;19.97272284;1
ID_2394;21-02-2020;Rmz Centennial, I Gate, Whitefield;Chileno;8551;4;42.55749471;19.12897751;1
ID_2395;21-02-2020;Delhi Cantt.;Italiano;12278;3.4;49.56559808;15.32324106;1
ID_2397;21-02-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;13333;3.8;37.65268586;15.68932067;1
ID_2398;21-02-2020;Sandhurst Road, Mumbai CST Area;Italiano;42640;4.3;61.86627718;19.48742701;1
ID_2398;21-02-2020;Mumbai Central;Italiano;42884;4.3;44.08405531;16.61988037;1
ID_2399;21-02-2020;MG Road, Pune;Francés;15832;3.2;39.59879555;14.21260796;1
ID_2400;21-02-2020;Rmz Centennial, I Gate, Whitefield;Argentino;9213;3.4;42.35729812;12.59771907;1
ID_2401;21-02-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Español;7903;3.4;43.1116529;14.65335914;1
ID_2402;21-02-2020;Majestic;Italiano;14932;4.2;28.26464156;13.39320023;1
ID_2402;21-02-2020;Hyderabad Public School, Begumpet;Chileno;17344;4.2;33.88308812;13.92274022;1
ID_2402;21-02-2020;Delhi University-GTB Nagar;Chileno;15743;3.4;84.80452888;16.86189177;1
ID_2402;21-02-2020;D-Block, Sector 63, Noida;Chileno;16341;3.9;58.20042123;12.53842961;1
ID_2402;21-02-2020;Sector 14, Noida;Argentino;17311;3.9;49.45339921;17.79643976;1
